"studyName","Datetime GMT","Cycle","Event","Cast","Bottle","Assoc. Bottle 1","Assoc. Bottle 2","Assoc. Bottle 3","Depth (m)","Chlorophyll a (µg/l)","Phaeopigment (µg/l)"
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,7,6,8,,40,0.47,0.22113975
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,10,9,11,12,30,0.89,0.329482741
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,14,13,15,16,20,1.05,0.241958227
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,18,17,19,20,12,1.06,0.298299841
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,22,21,23,24,6,1.06,0.359905149
P1604,"2016-05-04 18:00:00","Cycle 3",221,29,6,7,8,,90,0.05,0.17503572
P1604,"2016-05-04 18:00:00","Cycle 3",221,29,9,10,11,,60,0.13,0.149323476
P1604,"2016-05-04 18:00:00","Cycle 3",221,29,12,13,14,15,41,0.5,0.24735229
P1604,"2016-05-04 18:00:00","Cycle 3",221,29,16,17,18,,25,1.02,0.324955096
P1604,"2016-05-04 18:00:00","Cycle 3",221,29,19,20,,,15,1.11,0.316785236
P1604,"2016-05-04 18:00:00","Cycle 3",221,29,21,22,,,10,1.11,0.288782823
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,1,,,,50,0.18,0.129837219
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,2,,,,41,0.27,0.182110471
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,4,3,5,,35,0.77,0.255603631
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,7,6,8,,30,0.87,0.320324241
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,10,9,11,12,25,1.32,0.474313065
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,14,13,15,16,20,1.43,0.508483614
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,18,17,19,20,12,1.19,0.50947497
P1604,"2016-05-05 09:00:00","Cycle 3",235,31,22,21,23,24,5,0.99,0.405235921
P1604,"2016-05-05 18:00:00","Cycle 3",248,32,9,10,11,,100,0.09,0.128237741
P1604,"2016-05-05 18:00:00","Cycle 3",248,32,12,13,14,,41,0.24,0.175032189
P1604,"2016-05-05 18:00:00","Cycle 3",248,32,15,16,17,18,30,1.25,0.491725623
P1604,"2016-05-05 18:00:00","Cycle 3",248,32,19,,,,19,1.38,0.490166614
P1604,"2016-05-05 18:00:00","Cycle 3",248,32,20,21,22,,10,1.27,0.42239317
P1604,"2016-05-05 18:00:00","Cycle 3",248,32,23,24,,,5,1.11,0.439995851
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,10,,,,55,0.25,0.166121936
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,12,11,,,44,0.27,0.213338457
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,13,,,,35,1.12,0.552173896
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,15,14,,,30,1.22,0.616810308
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,16,,,,25,1.18,0.562595356
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,18,17,,,20,0.95,0.404141355
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,21,20,19,,12,0.9,0.354853307
P1604,"2016-05-06 09:00:00","Cycle 3",262,42,24,22,23,,5,0.93,0.299943048
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,1,,,,50,0.51,0.593883095
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,2,,,,40,0.59,0.876433141
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,4,3,5,,30,0.91,1.135421506
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,7,6,8,,25,1.8,2.10960398
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,10,9,11,12,21,2,2.401459192
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,14,13,15,16,12,3.65,3.120060307
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,18,17,19,20,5,3.97,2.718444329
P1604,"2016-05-07 09:20:00","Cycle 4",286,45,22,21,23,24,3,4.07,2.544976038
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,4,5,,,51,0.57,1.106499441
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,6,7,8,,30,2.26,2.637313382
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,9,,,,25,2.85,3.475579045
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,10,11,12,,20,3.1,4.208503488
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,13,14,15,16,11,3.59,4.145420653
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,20,21,22,,5,4.96,2.854941288
P1604,"2016-05-07 18:00:00","Cycle 4",297,46,24,23,,,3,4.52,3.35102942
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,1,,,,50,0.46,1.262745298
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,2,,,,40,1.17,2.233834198
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,4,3,5,,31,1.74,3.018865944
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,7,6,8,,25,2.39,3.492628195
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,10,9,11,12,20,2.64,3.488697537
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,14,13,15,16,12,3.54,3.124364693
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,18,17,19,20,5,3.84,2.290922181
P1604,"2016-05-08 09:00:00","Cycle 4",313,48,22,21,23,24,3,4.22,2.204701368
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,4,,,,50,0.42,0.989858936
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,5,6,,,40,0.68,1.658714621
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,7,8,9,10,30,1.09,2.550788372
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,11,,,,25,1.19,3.382606689
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,12,13,,,20,1.85,3.895824911
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,14,15,16,17,12,4.54,4.46891506
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,18,19,,,5,5.48,3.79213396
P1604,"2016-05-08 18:00:00","Cycle 4",324,49,20,21,22,23,3,5.1,3.505922687
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,1,,,,50,0.26,0.769272716
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,2,,,,40,0.54,1.533757589
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,4,3,5,,30,0.9,2.365594919
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,7,6,8,,24,1.53,2.889087935
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,10,9,11,12,21,3.59,3.302548037
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,14,13,15,16,12,2.93,1.733386272
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,18,17,19,20,5,2.64,1.54813035
P1604,"2015-05-09 09:00:00","Cycle 4",338,51,22,21,23,24,3,2.66,1.548719732
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,5,6,,,75,0.07,0.222008069
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,7,8,,,50,0.56,0.870382338
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,9,10,11,,40,0.71,1.695399682
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,12,13,14,,30,1.46,2.98146276
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,15,16,17,,20,3.76,2.990305113
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,18,19,20,21,12,4.35,2.204906701
P1604,"2016-05-09 18:00:00","Cycle 4",349,52,22,23,24,,5,4.96,1.968944956
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,3,,,,50,0.18,0.249721223
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,4,,,,41,0.46,0.472993068
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,6,5,7,,30,1.25,3.129721275
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,9,8,10,,25,2.55,2.797619724
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,12,11,13,,20,3.25,2.566676685
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,15,14,16,,12,4.03,2.002790665
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,18,17,19,,5,4.05,2.042583424
P1604,"2016-05-10 08:55:00","Cycle 4",359,54,21,20,22,,3,4.09,2.00455881
