"studyName","Datetime GMT","Cycle","Event","Cast","Bottle","Assoc. Bottle 1","Assoc. Bottle 2","Assoc. Bottle 3","Depth (m)","Chlorophyll a (µg/l)","Phaeopigment (µg/l)"
P1408MV,"2014-08-20 10:12:00","Cycle 2",284,29,19,18,,,12,0.43,0.22
P1408MV,"2014-08-20 10:12:00","Cycle 2",284,29,17,16,,,25,0.99,0.48
P1408MV,"2014-08-20 10:12:00","Cycle 2",284,29,9,8,,,60,1.09,0.41
P1408MV,"2014-08-20 10:12:00","Cycle 2",284,29,7,6,,,80,0.18,0.15
P1408MV,"2014-08-20 10:12:00","Cycle 2",284,29,12,11,,,45,0.71,0.41
P1408MV,"2014-08-21 21:26:00","Cycle 0",300,30,21,,,,34,0.83,0.32
P1408MV,"2014-08-21 21:26:00","Cycle 0",300,30,16,,,,54,0.48,0.26
P1408MV,"2014-08-21 21:26:00","Cycle 0",300,30,17,,,,44,0.77,0.41
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,19,,,,7,0.18,0.07
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,1,,,,70,0.17,0.2
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,22,,,,2,0.18,0.06
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,15,,,,11,0.18,0.07
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,11,,,,25,0.57,0.3
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,7,,,,34,0.66,0.4
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,4,,,,49,0.62,0.58
P1408MV,"2014-08-22 08:58:00","Cycle 3",308,31,2,,,,60,0.27,0.25
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,17,,,,2,0.19,0.04
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,4,,,,75,0.11,0.14
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,5,,,,52,0.38,0.33
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,7,,,,45,0.85,0.44
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,11,,,,22,0.62,0.25
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,13,,,,11,0.31,0.11
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,15,,,,8,0.24,0.09
P1408MV,"2014-08-22 18:19:00","Cycle 3",324,33,3,,,,99,0.03,0.04
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,19,18,20,,8,0.17,0.07
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,22,21,23,,3,0.15,0.07
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,15,14,16,,12,0.22,0.09
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,1,,,,70,0.15,0.16
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,4,3,5,,44,0.55,0.45
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,7,6,8,,35,0.87,0.25
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,11,10,12,,25,0.77,0.15
P1408MV,"2014-08-23 09:46:00","Cycle 3",340,35,2,,,,59,0.2,0.16
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,9,10,,,55,0.52,0.49
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,11,12,,,39,0.62,0.39
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,5,6,,,79,0.12,0.17
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,7,8,,,65,0.33,0.24
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,15,16,,,27,0.37,0.19
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,17,18,,,13,0.24,0.12
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,19,20,,,10,0.21,0.09
P1408MV,"2014-08-23 17:45:00","Cycle 3",352,36,21,22,,,3,0.2,0.09
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,15,14,16,,12,0.22,0.09
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,1,,,,70,0.12,0.2
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,2,,,,55,0.31,0.27
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,4,3,5,,45,0.48,0.37
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,11,10,12,,25,0.58,0.31
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,19,18,20,,8,0.18,0.07
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,22,21,23,,2,0.21,0.06
P1408MV,"2014-08-24 09:03:00","Cycle 3",366,38,7,6,8,,35,0.64,0.44
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,15,16,,,10,0.2,0.08
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,3,4,,,75,0.2,0.24
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,5,6,,,58,0.71,0.51
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,7,8,,,50,0.64,0.48
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,9,10,,,40,0.65,0.43
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,13,14,,,13,0.22,0.1
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,20,21,,,2,0.19,0.07
P1408MV,"2014-08-24 17:50:00","Cycle 3",378,39,11,12,,,24,0.4,0.2
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,23,22,,,1,0.17,0.07
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,11,10,,,54,0.48,0.46
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,13,12,,,44,0.61,0.51
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,15,14,,,34,0.62,0.41
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,17,16,,,24,0.37,0.18
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,21,20,,,8,0.16,0.06
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,19,18,,,10,0.19,0.09
P1408MV,"2014-08-25 09:58:00","Cycle 3",392,41,8,7,,,69,0.29,0.39
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,4,3,5,,70,0.26,0.29
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,22,21,23,,5,0.1,0.04
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,18,17,19,,11,0.1,0.04
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,14,13,15,,24,0.11,0.04
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,7,6,8,,60,0.31,0.27
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,2,,,,89,0.12,0.18
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,1,,,,120,0.04,0.08
P1408MV,"2014-08-26 09:05:00","Cycle 4",402,42,10,9,11,,40,0.18,0.1
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,8,9,,,68,0.38,0.21
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,20,21,,,2,0.12,0.02
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,18,19,,,12,0.1,0.03
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,16,17,,,16,0.11,0.03
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,5,4,,,103,0.08,0.13
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,6,7,,,80,0.29,0.15
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,14,15,,,32,0.18,0.05
P1408MV,"2014-08-26 19:01:00","Cycle 4",420,44,12,13,,,50,0.29,0.09
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,10,,,,39,0.16,0.08
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,22,,,,5,0.09,0.03
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,14,,,,25,0.11,0.05
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,7,,,,60,0.33,0.27
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,4,,,,70,0.28,0.31
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,2,,,,90,0.13,0.18
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,1,,,,100,0.08,0.17
P1408MV,"2014-08-27 08:58:00","Cycle 4",428,45,18,,,,11,0.09,0.04
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,5,6,,,74,0.37,0.31
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,15,16,,,2,0.13,0.01
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,13,14,,,14,0.14,0
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,11,12,,,19,0.13,0.02
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,1,2,,,102,0.11,0.11
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,3,4,,,87,0.25,0.16
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,9,10,,,35,0.17,0.04
P1408MV,"2014-08-27 17:53:00","Cycle 4",441,46,8,,,,49,0.29,0.13
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,1,,,,126,0.03,0.06
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,2,,,,90,0.16,0.17
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,4,3,5,,69,0.31,0.34
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,7,6,8,,59,0.25,0.23
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,10,9,11,,49,0.15,0.11
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,14,13,15,,30,0.11,0.05
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,18,17,9,,11,0.08,0.03
P1408MV,"2014-08-28 08:58:00","Cycle 4",454,48,22,21,23,,5,0.09,0.03
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,11,12,,,55,0.22,0.31
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,23,24,,,2,0.1,0.02
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,18,19,,,14,0.13,0.02
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,9,10,,,73,0.33,0.33
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,7,8,,,84,0.28,0.15
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,3,4,,,100,0.12,0.1
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,16,17,,,19,0.12,0.05
P1408MV,"2014-08-28 18:19:00","Cycle 4",468,49,14,15,,,34,0.15,0.06
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,12,11,13,,60,0.26,0.21
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,23,22,24,,5,0.09,0.03
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,21,20,,,12,0.09,0.04
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,14,15,,,50,0.21,0.14
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,10,9,,,70,0.31,0.31
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,7,6,,,90,0.21,0.23
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,4,3,,,120,0.04,0.09
P1408MV,"2014-08-29 10:45:00","Cycle 4",486,51,18,17,,,30,0.12,0.05
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,22,21,23,,4,0.08,0.03
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,10,9,11,,60,0.16,0.08
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,15,,,,40,0.1,0.04
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,4,3,5,,90,0.26,0.19
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,2,,,,100,0.24,0.21
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,1,,,,118,0.08,0.16
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,18,17,19,,19,0.09,0.03
P1408MV,"2014-08-30 09:06:00","Cycle 5",496,52,7,6,8,,80,0.26,0.19
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,11,12,,,55,0.16,0.05
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,19,20,,,2,0.09,0.02
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,17,18,,,14,0.09,0.03
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,13,14,,,36,0.1,0.03
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,9,10,,,75,0.23,0.15
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,5,6,,,87,0.26,0.19
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,3,4,,,110,0.16,0.15
P1408MV,"2014-08-30 17:49:00","Cycle 5",513,54,15,16,,,19,0.09,0.03
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,18,19,,,19,0.08,0.03
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,7,8,,,80,0.27,0.22
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,22,23,,,5,0.08,0.03
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,1,,,,124,0.07,0.15
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,2,,,,102,0.19,0.18
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,4,5,,,90,0.26,0.19
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,14,15,,,39,0.1,0.04
P1408MV,"2014-08-31 10:25:00","Cycle 5",527,56,10,11,,,59,0.16,0.08
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,11,12,,,55,0.14,0.05
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,22,23,,,3,0.09,0.02
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,20,21,,,13,0.08,0.02
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,13,14,,,34,0.11,0.03
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,9,10,,,70,0.21,0.1
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,6,7,,,81,0.3,0.17
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,4,5,,,99,0.26,0.16
P1408MV,"2014-08-31 18:01:00","Cycle 5",539,57,18,19,,,18,0.09,0.02
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,14,15,,,39,0.11,0.05
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,18,19,,,19,0.07,0.03
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,10,11,,,59,0.15,0.09
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,4,5,,,90,0.26,0.19
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,2,,,,100,0.22,0.22
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,1,,,,117,0.11,0.19
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,7,8,,,80,0.29,0.21
P1408MV,"2014-09-01 09:11:00","Cycle 5",554,59,22,23,,,4,0.07,0.03
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,12,13,,,55,0.16,0.07
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,23,24,,,2,0.08,0.03
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,18,19,,,14,0.08,0.03
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,14,15,,,36,0.12,0.04
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,10,11,,,75,0.27,0.26
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,6,7,,,85,0.25,0.24
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,4,5,,,110,0.12,0.18
P1408MV,"2014-09-01 17:49:00","Cycle 5",566,60,16,17,,,19,0.09,0.03
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,15,,,,60,0.16,0.09
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,18,,,,40,0.09,0.04
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,20,,,,20,0.08,0.02
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,8,,,,90,0.29,0.32
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,6,,,,100,0.2,0.35
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,4,,,,121,0.09,0.19
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,10,,,,81,0.19,0.2
P1408MV,"2014-09-02 08:59:00","Cycle 5",585,62,23,24,,,5,0.07,0.03
P1408MV,"2014-09-03 08:00:00",Line90Transect,592,937,1,,,,,0.13,0.07
P1408MV,"2014-09-03 09:45:00",Line90Transect,595,938,2,,,,,0.13,0.06
P1408MV,"2014-09-03 11:08:00",Line90Transect,596,939,3,,,,,0.26,0.08
P1408MV,"2014-09-03 12:27:00",Line90Transect,597,940,4,,,,,0.21,0.07
P1408MV,"2014-09-03 13:47:00",Line90Transect,599,941,5,,,,,0.22,0.08
P1408MV,"2014-09-03 15:14:00",Line90Transect,602,942,6,,,,,0.58,0.13
P1408MV,"2014-09-03 16:06:00",Line90Transect,603,943,7,,,,,0.5,0.08
P1408MV,"2014-09-03 17:04:00",Line90Transect,607,944,8,,,,,0.4,0.11
P1408MV,"2014-09-03 18:16:00",Line90Transect,611,945,9,,,,,0.44,0.12
P1408MV,"2014-09-03 19:08:00",Line90Transect,614,946,10,,,,,0.35,0.09
P1408MV,"2014-09-03 20:36:00",Line90Transect,615,947,11,,,,,0.27,0.08
P1408MV,"2014-09-03 22:30:00",Line90Transect,616,948,12,,,,,0.3,0.09
P1408MV,"2014-09-03 23:59:00",Line90Transect,617,949,13,,,,,0.24,0.11
P1408MV,"2014-09-04 01:24:00",Line90Transect,619,950,14,,,,,0.5,0.11
P1408MV,"2014-09-04 02:17:00",Line90Transect,623,951,15,,,,,0.62,0.09
P1604,"2015-04-20 16:45:00",TestCast1,,2,21,22,23,24,10,1.48,0.705148549
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,1,,,,120,0.07,0.07614076
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,2,,,,100,0.26,0.161494068
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,4,3,5,,80,0.52,0.267627557
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,7,6,8,,70,0.79,0.351653807
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,10,9,11,12,50,0.19,0.053523176
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,14,13,15,16,36,0.1,0.018788234
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,18,17,19,20,21,0.07,0.015028142
P1604,"2016-04-20 09:30:00","Cycle 1",27,4,22,21,23,24,6,0.07,0.013135331
P1604,"2016-04-22 18:00:00","Cycle 1",37,5,5,4,,,110,0.14,0.123813848
P1604,"2016-04-22 18:00:00","Cycle 1",37,5,7,8,,,91,0.53,0.262923913
P1604,"2016-04-22 18:00:00","Cycle 1",37,5,10,9,,,75,0.5,0.247828141
P1604,"2016-04-22 18:00:00","Cycle 1",37,5,18,11,12,13,35,0.09,0.015567006
P1604,"2016-04-22 18:00:00","Cycle 1",37,5,19,20,,,10,0.07,0.010886719
P1604,"2016-04-22 18:00:00","Cycle 1",37,5,22,21,23,24,5,0.08,0.00975603
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,1,,,,121,0.05,0.056332923
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,2,,,,101,0.08,0.015101747
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,4,3,5,,81,0.51,0.25953429
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,7,6,8,,70,0.82,0.355771873
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,10,9,11,12,50,0.24,0.063582587
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,14,13,15,16,35,0.13,0.022931559
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,18,17,19,20,20,0.08,0.011741458
P1604,"2016-04-23 09:15:00","Cycle 1",48,7,22,21,23,24,6,0.07,0.009248673
P1604,"2016-04-25 14:00:00","Cycle 0",76,9,6,7,,,98,0.02,0.092132011
P1604,"2016-04-25 14:00:00","Cycle 0",76,9,8,9,,,62,0.25,0.237433298
P1604,"2016-04-25 14:00:00","Cycle 0",76,9,10,11,12,,35,1.98,0.583820696
P1604,"2016-04-25 14:00:00","Cycle 0",76,9,13,14,15,16,22,0.35,0.083057165
P1604,"2016-04-25 14:00:00","Cycle 0",76,9,20,21,22,,10,0.28,0.042725815
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,9,10,,,130,0.07,0.066670458
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,11,12,,,110,0.15,0.121358816
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,13,14,,,89,0.36,0.223288141
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,15,16,,,70,0.55,0.198379302
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,17,18,,,50,0.18,0.037547134
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,19,20,,,30,0.15,0.029068731
P1604,"2016-04-26 17:25:00","Cycle 0",81,10,21,22,,,10,0.15,0.024156766
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,1,,,,121,0.08,0.087017429
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,2,,,,100,0.16,0.158479803
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,4,3,5,,80,0.63,0.332684957
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,7,6,8,,70,0.39,0.190864009
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,10,9,11,12,50,0.2,0.053436806
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,14,13,15,16,35,0.15,0.030902604
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,18,17,19,20,20,0.14,0.027917129
P1604,"2016-04-29 09:10:00","Cycle 2",97,14,22,21,23,24,5,0.14,0.030165741
P1604,"2016-04-29 18:00:00","Cycle 2",110,15,7,8,,,119,0.12,0.138709991
P1604,"2016-04-29 18:00:00","Cycle 2",110,15,10,11,12,,91,0.6,0.357912659
P1604,"2016-04-29 18:00:00","Cycle 2",110,15,13,14,15,,70,0.15,0.030765716
P1604,"2016-04-29 18:00:00","Cycle 2",110,15,16,17,,,50,0.14,0.033890252
P1604,"2016-04-29 18:00:00","Cycle 2",110,15,18,19,20,,10,0.14,0.032414354
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,1,,,,121,0.11,0.1274691
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,2,,,,106,0.26,0.287938677
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,4,3,5,,90,0.59,0.33181365
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,7,6,8,,80,0.39,0.168853733
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,10,9,11,12,61,0.16,0.040998139
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,14,13,15,16,40,0.14,0.032254379
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,18,17,19,20,20,0.14,0.03081216
P1604,"2016-04-30 09:10:00","Cycle 2",124,17,22,21,23,24,4,0.12,0.036602222
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,6,7,,,120,0.16,0.193550176
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,8,9,,,101,0.24,0.232523505
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,10,11,,,90,0.55,0.436652401
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,12,13,14,15,81,0.32,0.147564023
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,17,18,,,60,0.15,0.038301108
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,19,20,,,30,0.15,0.033736524
P1604,"2016-04-30 18:10:00","Cycle 2",133,18,21,22,23,,10,0.14,0.031582702
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,1,,,,130,0.07,0.070616055
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,2,,,,115,0.19,0.226468628
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,4,3,5,,101,0.31,0.29177862
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,7,6,8,,91,0.43,0.236930829
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,10,9,11,12,70,0.19,0.056373935
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,14,13,15,16,50,0.13,0.029795273
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,18,17,19,20,25,0.13,0.02937836
P1604,"2016-05-01 09:10:00","Cycle 2",143,20,22,21,23,24,7,0.13,0.026866563
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,6,7,8,,121,0.16,0.200746606
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,9,10,,,101,0.28,0.299421567
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,11,12,13,14,95,0.43,0.317969431
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,15,16,,,80,0.38,0.156330597
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,17,18,,,61,0.16,0.033479587
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,19,20,,,29,0.15,0.030045692
P1604,"2016-05-01 18:00:00","Cycle 2",156,21,21,22,23,,10,0.13,0.024662222
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,5,4,,,125,0.11,0.125424734
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,8,7,,,100,0.5,0.35367726
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,10,11,9,,90,0.45,0.223519005
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,13,12,,,80,0.3,0.106752204
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,15,14,,,70,0.17,0.041528583
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,17,16,,,50,0.14,0.028639325
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,20,19,21,22,25,0.11,0.024834962
P1604,"2016-05-02 09:00:00","Cycle 2",173,23,24,23,,,5,0.11,0.019489245
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,1,,,,131,0.02,0.085341901
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,2,,,,110,0.09,0.141950503
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,4,3,5,,90,0.33,0.223006216
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,7,6,8,,61,0.54,0.25197554
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,10,9,11,12,40,0.82,0.255131583
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,14,13,15,16,25,0.89,0.243066916
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,18,17,19,20,12,0.87,0.197673674
P1604,"2016-05-03 09:00:00","Cycle 3",187,25,22,21,23,24,3,0.89,0.220749183
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,4,5,6,,90,0.09,0.194653977
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,7,8,9,,60,0.26,0.34635209
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,10,,,,50,0.42,0.222340242
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,11,12,13,14,25,1.02,0.297036881
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,18,19,20,,15,1.27,0.321584485
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,21,22,,,10,1.42,0.446625714
P1604,"2016-05-03 18:00:00","Cycle 3",197,26,23,24,,,5,1.05,0.186121796
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,1,,,,80,0.07,0.238944233
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,2,,,,60,0.13,0.1086442
P1604,"2016-05-04 09:05:00","Cycle 3",210,28,4,3,5,,50,0.28,0.208032666
